ID,order,heading,maintext,image,backvalue,nextvalue,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (",""")",", ",""",",""", """,", """
59,234,What do you want?,"Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise.",NULL,233,235,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (234, ""What do you want?"", ""Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise."", ""NULL"", ""233"", ""235"")",,,,,
60,235,Is it serious?,Is this a really big thing? Get advice from a lawyer immediately. You could talk to HR but as friendly as they seem remember their job is only to protect the company. They will always protect the higher ups over you too unless they are under legal stress.,NULL,234,236,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (235, ""Is it serious?"", ""Is this a really big thing? Get advice from a lawyer immediately. You could talk to HR but as friendly as they seem remember their job is only to protect the company. They will always protect the higher ups over you too unless they are under legal stress."", ""NULL"", ""234"", ""236"")",,,,,
61,236,Shift,"Get your resume ready and apply everywhere you can! It's a huge morale and confidence boost if nothing else. No matter what is happening at your current job, moving to a new one is almost certainly a better option. You will generally get better pay and benefits every time you shift and you should be turning down two jobs a year regardless of how happy you might be at your job.  Try not to shift in your first 6 months at a place though.",NULL,235,237,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (236, ""Shift"", ""Get your resume ready and apply everywhere you can! It's a huge morale and confidence boost if nothing else. No matter what is happening at your current job, moving to a new one is almost certainly a better option. You will generally get better pay and benefits every time you shift and you should be turning down two jobs a year regardless of how happy you might be at your job.  Try not to shift in your first 6 months at a place though."", ""NULL"", ""235"", ""237"")",,,,,
62,237,I mean it - go apply for jobs or I'll do something for real this time.,Apply for 6 jobs at least. Consider work in other cities you've always wanted to visit. Always ask for a 20% pay increase or more.,stab.png,236,238,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (237, ""I mean it - go apply for jobs or I'll do something for real this time."", ""Apply for 6 jobs at least. Consider work in other cities you've always wanted to visit. Always ask for a 20% pay increase or more."", ""stab.png"", ""236"", ""238"")",,,,,
63,238,Let's talk...professionally.,Only consider this if you are calm - bonus points if the other person is still angry - they might make critical mistakes. Conversely if you lose your temper when talking even a little you fail here - focus on control. Ask for your boss to be present if appropriate. Discuss the situation dispassionately and try to focus on solutions. Keep trying to bring it back to your preferred solution. You win if you get what you want or make the other person lose their cool by being composed.,NULL,237,239,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (238, ""Let's talk...professionally."", ""Only consider this if you are calm - bonus points if the other person is still angry - they might make critical mistakes. Conversely if you lose your temper when talking even a little you fail here - focus on control. Ask for your boss to be present if appropriate. Discuss the situation dispassionately and try to focus on solutions. Keep trying to bring it back to your preferred solution. You win if you get what you want or make the other person lose their cool by being composed."", ""NULL"", ""237"", ""239"")",,,,,
64,239,Calmed your tits?,It can be hard to find an adequate solution in work conflicts - it's hardly a fair environment so accept that. If you can't move forwards look at avoiding the toxic person/s either by applying to shift sideways (another department) or moving jobs - which is almost certainly the best option (the ungrateful pricks don't deserve you!).,smile.png,238,1,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (239, ""Calmed your tits?"", ""It can be hard to find an adequate solution in work conflicts - it's hardly a fair environment so accept that. If you can't move forwards look at avoiding the toxic person/s either by applying to shift sideways (another department) or moving jobs - which is almost certainly the best option (the ungrateful pricks don't deserve you!)."", ""smile.png"", ""238"", ""1"")",,,,,
65,240,Lover turned hater?,When you are so emotionally open to someone (like you are to a free buffet) it can be impossible not to be hurt easily. These steps should help!,partner.png,1,241,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (240, ""Lover turned hater?"", ""When you are so emotionally open to someone (like you are to a free buffet) it can be impossible not to be hurt easily. These steps should help!"", ""partner.png"", ""1"", ""241"")",,,,,
66,241,Get some perspective,"A common mistake is spending too much time together. If you are always together the other person subconsciously becomes the font of all things good in your life, but also all the bad and frustrations. Get out, talk to some friends, spend some time apart and get that perspective you've probably been missing (like being able to see your toes without bending).",NULL,240,242,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (241, ""Get some perspective"", ""A common mistake is spending too much time together. If you are always together the other person subconsciously becomes the font of all things good in your life, but also all the bad and frustrations. Get out, talk to some friends, spend some time apart and get that perspective you've probably been missing (like being able to see your toes without bending)."", ""NULL"", ""240"", ""242"")",,,,,
67,242,Steam outlet!,"If you're really angry first off you need to release that pressure. If you have a healthy outlet (not beating up strangers in parking lots) then use it otherwise think of the following options: meditation, hard exercise, the far more realistic for you easy exercise or talking to someone. Do not use this as an excuse to backslide into distructive behaviour.",NULL,241,243,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (242, ""Steam outlet!"", ""If you're really angry first off you need to release that pressure. If you have a healthy outlet (not beating up strangers in parking lots) then use it otherwise think of the following options: meditation, hard exercise, the far more realistic for you easy exercise or talking to someone. Do not use this as an excuse to backslide into distructive behaviour."", ""NULL"", ""241"", ""243"")",,,,,
68,243,Analyse you,"Why are you angry? I know there is a surface thing but why did it effect you, hurt you. You are responsible for your emotions, nobody else so examine what broke your control - it's your issue and choice to be angry ultimately. Also are there any chemical imbalances? Missing coffee, sleep, exercise, intimacy? Be honest about the cause here.",NULL,242,244,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (243, ""Analyse you"", ""Why are you angry? I know there is a surface thing but why did it effect you, hurt you. You are responsible for your emotions, nobody else so examine what broke your control - it's your issue and choice to be angry ultimately. Also are there any chemical imbalances? Missing coffee, sleep, exercise, intimacy? Be honest about the cause here."", ""NULL"", ""242"", ""244"")",,,,,
69,244,Analyse them,Why did they act this way? Were they displacing another action (maybe from you?). Any other mitigating factors eg. she's PMSing like crazy. Do you think they can compromise? Do they have the maturity to do so?,NULL,243,245,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (244, ""Analyse them"", ""Why did they act this way? Were they displacing another action (maybe from you?). Any other mitigating factors eg. she's PMSing like crazy. Do you think they can compromise? Do they have the maturity to do so?"", ""NULL"", ""243"", ""245"")",,,,,
70,245,What do you want?,"Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise.",NULL,244,246,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (245, ""What do you want?"", ""Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise."", ""NULL"", ""244"", ""246"")",,,,,
71,246,Let's talk...urgh,Only consider this if both of you are calm. If not wait till you both are. If you are married or have been together for a long time and this is a serious argument realise that every word you say could read back to you in a court of law. Explain why you're angry (and hurt) and what you'd like to happen. Let that precious bitch moan back at you but stay on target. Bring the conversation back to a resolution and seek that compromise you were looking for. Apologise as needed and try to kiss and make up.,NULL,245,247,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (246, ""Let's talk...urgh"", ""Only consider this if both of you are calm. If not wait till you both are. If you are married or have been together for a long time and this is a serious argument realise that every word you say could read back to you in a court of law. Explain why you're angry (and hurt) and what you'd like to happen. Let that precious bitch moan back at you but stay on target. Bring the conversation back to a resolution and seek that compromise you were looking for. Apologise as needed and try to kiss and make up."", ""NULL"", ""245"", ""247"")",,,,,
72,300,Injustice sucks...I hate this sooooo much,It's just wrong! It's fucked! But it happened/is happening. What can I do to release this poisoned feeling?,injustice.png,NULL,301,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (300, ""Injustice sucks...I hate this sooooo much"", ""It's just wrong! It's fucked! But it happened/is happening. What can I do to release this poisoned feeling?"", ""injustice.png"", ""NULL"", ""301"")",,,,,
1065,247,Still pissed/butt hurt,For the real grudge holders consider if malice was truly invovled. As a general rule thoughtlessness requires an apology but actual malice requires restitution. Accept that you might not get either depending on the craziness/maturity of the person.,NULL,246,248,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (247, ""Still pissed/butt hurt"", ""For the real grudge holders consider if malice was truly invovled. As a general rule thoughtlessness requires an apology but actual malice requires restitution. Accept that you might not get either depending on the craziness/maturity of the person."", ""NULL"", ""246"", ""248"")",,,,,
1066,248,How to avoid this situation in future,Think of a few ways to avoid this and ask the other person if they have ideas too (the bastard probably has plenty but stay calm). Agree on at least one constructive thing you can both do to avoid this again - it helps you both recognise responsibility and the issue.,NULL,247,249,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (248, ""How to avoid this situation in future"", ""Think of a few ways to avoid this and ask the other person if they have ideas too (the bastard probably has plenty but stay calm). Agree on at least one constructive thing you can both do to avoid this again - it helps you both recognise responsibility and the issue."", ""NULL"", ""247"", ""249"")",,,,,
1067,249,Toxic Partners,If there truly is no resolution and you can't see the problem going away it's time to weight up just how healthy this relationship really is. Some people thrive on arguments but personally if I'm in a serious argument more than once every three months I think it's incompatible. It gets more complicated if kids are involved. Whatever you decide be kind to the other person.,NULL,248,250,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (249, ""Toxic Partners"", ""If there truly is no resolution and you can't see the problem going away it's time to weight up just how healthy this relationship really is. Some people thrive on arguments but personally if I'm in a serious argument more than once every three months I think it's incompatible. It gets more complicated if kids are involved. Whatever you decide be kind to the other person."", ""NULL"", ""248"", ""250"")",,,,,
1068,250,Calmed your tits?,Look anger can be horrible but it can be a really great motivator too if harnessed. Use this situation to recognise what needs to change and the anger as fuel to get you off your (ever expanding) ass and make it happen. Go make a change even if worst case it means changing partners. Don't involve friends if you can - they don't know shit about the situation and might have their own agendas.,smile.png,249,1,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (250, ""Calmed your tits?"", ""Look anger can be horrible but it can be a really great motivator too if harnessed. Use this situation to recognise what needs to change and the anger as fuel to get you off your (ever expanding) ass and make it happen. Go make a change even if worst case it means changing partners. Don't involve friends if you can - they don't know shit about the situation and might have their own agendas."", ""smile.png"", ""249"", ""1"")",,,,,
1069,301,Justice will bring peace!,If you can do something about it then it isn't worth stressing about it! Solve this! Do what you need to in order to fix it and if you can't do it alone enlist the help you need. You got this!,NULL,300,302,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (301, ""Justice will bring peace!"", ""If you can do something about it then it isn't worth stressing about it! Solve this! Do what you need to in order to fix it and if you can't do it alone enlist the help you need. You got this!"", ""NULL"", ""300"", ""302"")",,,,,
1070,302,Acceptance.....fuck!,"This is hard to accept but if you truly can't do anything about it then it isn't worth stressing about either is it? Accept this reality, put it in the past, close that door and move on. If the injustice is still to happen then focus on the fact that it will pass.",NULL,301,303,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (302, ""Acceptance.....fuck!"", ""This is hard to accept but if you truly can't do anything about it then it isn't worth stressing about either is it? Accept this reality, put it in the past, close that door and move on. If the injustice is still to happen then focus on the fact that it will pass."", ""NULL"", ""301"", ""303"")",,,,,
1071,303,Stopped grinding your teeth?,I hate frustration but learning to either be proactive or accepting brings a ton of peace. Stressing is not going to help the situation regardless so chill mate - you almost certainly got this even if you can't think of the solution yet! ,smile.png,302,1,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (303, ""Stopped grinding your teeth?"", ""I hate frustration but learning to either be proactive or accepting brings a ton of peace. Stressing is not going to help the situation regardless so chill mate - you almost certainly got this even if you can't think of the solution yet! "", ""smile.png"", ""302"", ""1"")",,,,,
1072,400,Anxious,This one can ramp up to a full blown panic attack if you let it so let's get to it!,anxious.png,NULL,401,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (400, ""Anxious"", ""This one can ramp up to a full blown panic attack if you let it so let's get to it!"", ""anxious.png"", ""NULL"", ""401"")",,,,,
1073,401,Actually panicking?,Are you (like) a fat girl trying to wear a swimsuit in public? OK first just stop and focus on your hands. Look at them and focus on every sensation for 2 minutes. Then splash water on your face. You should be under control.,NULL,400,402,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (401, ""Actually panicking?"", ""Are you (like) a fat girl trying to wear a swimsuit in public? OK first just stop and focus on your hands. Look at them and focus on every sensation for 2 minutes. Then splash water on your face. You should be under control."", ""NULL"", ""400"", ""402"")",,,,,
1074,402,Why the stress?,Let's get to the root of the cause. Generally anxiety is caused by focussing too much on outcomes. Stop that shit. The outcome is irrelevant now - you need to show more willpower (than you do around chocolate) and force yourself to only focus on the task. ,NULL,401,403,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (402, ""Why the stress?"", ""Let's get to the root of the cause. Generally anxiety is caused by focussing too much on outcomes. Stop that shit. The outcome is irrelevant now - you need to show more willpower (than you do around chocolate) and force yourself to only focus on the task. "", ""NULL"", ""401"", ""403"")",,,,,
1075,403,It's only a learning experience!,"It really helps to just treat everything as a learning experience. Realise the truth - that regardless of the outcome, that you will be braver, wiser and more capable afterwards. Even better if you fail; you learn way more that way! ",NULL,402,404,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (403, ""It's only a learning experience!"", ""It really helps to just treat everything as a learning experience. Realise the truth - that regardless of the outcome, that you will be braver, wiser and more capable afterwards. Even better if you fail; you learn way more that way! "", ""NULL"", ""402"", ""404"")",,,,,
1076,405,Chill mate! You got this!,"Focus just on the task and remember that the whole experience will be a great teacher regardless! Just think, if you'd been this worried before you never would have learned you could eat two tubs of icecream in one sitting!",smile.png,404,1,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (405, ""Chill mate! You got this!"", ""Focus just on the task and remember that the whole experience will be a great teacher regardless! Just think, if you'd been this worried before you never would have learned you could eat two tubs of icecream in one sitting!"", ""smile.png"", ""404"", ""1"")",,,,,
1077,500,Ennui,It's defined as: a feeling of listlessness and dissatisfaction arising from a lack of occupation or excitement. For me it is more wondering what it's all about.,ennui.png,NULL,501,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (500, ""Ennui"", ""It's defined as: a feeling of listlessness and dissatisfaction arising from a lack of occupation or excitement. For me it is more wondering what it's all about."", ""ennui.png"", ""NULL"", ""501"")",,,,,
1078,501,Occupation and excitment you say?,"That definition might be shit but some good occupation and excitment sure does help you stop thinking about the eventual heat death of the universe! Go look up some events, see some live music, meet with friends and loved ones and generally live the hell out of that life of yours! You might like this too (https://imgur.com/gallery/ApzEV) ",NULL,500,502,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (501, ""Occupation and excitment you say?"", ""That definition might be shit but some good occupation and excitment sure does help you stop thinking about the eventual heat death of the universe! Go look up some events, see some live music, meet with friends and loved ones and generally live the hell out of that life of yours! You might like this too (https://imgur.com/gallery/ApzEV) "", ""NULL"", ""500"", ""502"")",,,,,
1079,502,Why bother...the sun will engulf the earth eventually!,Yup. Not wrong there but we are sentient piles of stardust. We are little walking impossibilities floating on a ball of rock hurtling through space towards some destination we can't see. If you can't see the beauty in that you're blind. Meaning is what you find in life but always aim to make the world a little better wherever you go!,NULL,501,503,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (502, ""Why bother...the sun will engulf the earth eventually!"", ""Yup. Not wrong there but we are sentient piles of stardust. We are little walking impossibilities floating on a ball of rock hurtling through space towards some destination we can't see. If you can't see the beauty in that you're blind. Meaning is what you find in life but always aim to make the world a little better wherever you go!"", ""NULL"", ""501"", ""503"")",,,,,
1080,503,All about,"Life's a short adventure,
Remember that and smile,
Don't take it all too seriously,
You're only here for a while.

Of all our transient things, 
The greatest of our treasures,
Are our happy carefree smile,
Our joie de vie and pleasures.

Guard them and hoard them,
To share with the deserving
Fun shared is multiplied 
But plenty are exploiting.

Plant the seeds of happiness
Till the field stretches miles,
Try not to be too serious,
And always carry your smile.",smile.png,502,1,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (503, ""All about"", ""Life's a short adventure,
Remember that and smile,
Don't take it all too seriously,
You're only here for a while.

Of all our transient things, 
The greatest of our treasures,
Are our happy carefree smile,
Our joie de vie and pleasures.

Guard them and hoard them,
To share with the deserving
Fun shared is multiplied 
But plenty are exploiting.

Plant the seeds of happiness
Till the field stretches miles,
Try not to be too serious,
And always carry your smile."", ""smile.png"", ""502"", ""1"")",,,,,
1081,404,Therapy ,Again there is no shame in seeking help. Some people experience something so awful they don't have the tools to process. Talking it through with a professional can be very carthartic and they can give you techniques to cope. ,NULL,403,405,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (404, ""Therapy "", ""Again there is no shame in seeking help. Some people experience something so awful they don't have the tools to process. Talking it through with a professional can be very carthartic and they can give you techniques to cope. "", ""NULL"", ""403"", ""405"")",,,,,
1082,600,Blurg? Overexposed? Want escapism?,This is a real issue. Nothing wastes more of your time or energy than doing destructive things when feeling blurg. We got this!,exhausted.png,NULL,601,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (600, ""Blurg? Overexposed? Want escapism?"", ""This is a real issue. Nothing wastes more of your time or energy than doing destructive things when feeling blurg. We got this!"", ""exhausted.png"", ""NULL"", ""601"")",,,,,
1083,601,Understand the cause,If you're an introvert at heart or you've taken some hits recently it might be causing this. Take a moment to think about the reasons that are contributing. Unless you have the complexity of a spoon there's probably a few. Write them down and any solutions that might relieve them.,NULL,600,602,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (601, ""Understand the cause"", ""If you're an introvert at heart or you've taken some hits recently it might be causing this. Take a moment to think about the reasons that are contributing. Unless you have the complexity of a spoon there's probably a few. Write them down and any solutions that might relieve them."", ""NULL"", ""600"", ""602"")",,,,,
1084,602,Escapism,"When feeling blurg the tendency seems to be to escape into something mindless - TV, books, computer games, or worse, alcohol etc.. This is honestly the worst thing you can do and it won't make you feel better. Also it can start you on a downward slope where you need escapism to avoid worrying about all your escapism!",NULL,601,603,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (602, ""Escapism"", ""When feeling blurg the tendency seems to be to escape into something mindless - TV, books, computer games, or worse, alcohol etc.. This is honestly the worst thing you can do and it won't make you feel better. Also it can start you on a downward slope where you need escapism to avoid worrying about all your escapism!"", ""NULL"", ""601"", ""603"")",,,,,
1085,603,Strong choices,"Take a minute to write a list of positive stuff that you would enjoy as your go to eg. beach, hike, gym, walking, shopping, planning a trip, get a massage, walk to a park and meditate, book a concert, wander round art galleries, meet friends etc.. Pick one instead and do it! Don't feel bad about budget here - avoiding blurg is important!",NULL,602,604,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (603, ""Strong choices"", ""Take a minute to write a list of positive stuff that you would enjoy as your go to eg. beach, hike, gym, walking, shopping, planning a trip, get a massage, walk to a park and meditate, book a concert, wander round art galleries, meet friends etc.. Pick one instead and do it! Don't feel bad about budget here - avoiding blurg is important!"", ""NULL"", ""602"", ""604"")",,,,,
1086,604,Meditate,This will help. You know this like you know the local supermarket chocolate isle. Go off now and meditate for just 15 minutes. It doesn't have to be great meditation but go do it now.,NULL,603,605,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (604, ""Meditate"", ""This will help. You know this like you know the local supermarket chocolate isle. Go off now and meditate for just 15 minutes. It doesn't have to be great meditation but go do it now."", ""NULL"", ""603"", ""605"")",,,,,
1087,605,I mean it fatty! Go meditate now!,What the hell are you doing here? Go meditate before you click further or else!,stab.png,604,606,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (605, ""I mean it fatty! Go meditate now!"", ""What the hell are you doing here? Go meditate before you click further or else!"", ""stab.png"", ""604"", ""606"")",,,,,
1088,606,Blurg fought off for another day!,Well done! Go do your productive activity now. It's easier every time you fight this good fight and harder every time you don't. You made a positive decision - keep making it! If there were serious issues you listed contributing to this that aren't going away consider therapy or drastic changes to get past them.,smile.png,605,1,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (606, ""Blurg fought off for another day!"", ""Well done! Go do your productive activity now. It's easier every time you fight this good fight and harder every time you don't. You made a positive decision - keep making it! If there were serious issues you listed contributing to this that aren't going away consider therapy or drastic changes to get past them."", ""smile.png"", ""605"", ""1"")",,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (1, ""Let's Fix My Shitty Mood!"", ""Not feeling so great? This should help! Please note I wrote this as advice for myself but it might help you too if you have a sense of humour."", ""welcome.png"", NULL, ""2"")",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (3, ""Seriously!"", ""I mean it! Smile right now or else!"", ""stab.png"", ""2"", ""4"")",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (111, ""Go for a walk"", ""Preferably walk in a natural setting (slowly knowing you). A mountain hike would be perfect. A swim at the beach is also fine. Whatever you do get out of the house and exercise."", NULL, ""110"", ""112"")",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (112, ""Time to talk"", ""If you have someone call a family member or friend and ask if they are ok talking. Start with what has happened. You aren't looking for advice, just catharsis."", NULL, ""111"", ""113"")",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (113, ""Music makes everything better"", ""Make a playlist of your favourite songs (*cough* no love songs) and rock on. Add to exercise for bonus points."", NULL, ""112"", ""114"")",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (114, ""The king is dead, long live the king"", ""It's time to get back in the saddle. Get some dating apps or call that friend that you know is a sure thing. Nothing serious at this stage is important."", NULL, ""113"", ""115"")",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (115, ""Life Affirmation!"", ""Being single is an awesome time to do all those things you've been putting off. Look at travel! Do something adventurous! Go party! Avoid depressant drugs like alcohol though."", NULL, ""114"", ""116"")",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (116, ""Alone is honestly great"", ""Don't just jump straight back into a relationship. People use them like emotional crutches. After a breakup you are effectively going through chemical withdrawal - fight through and spend at least three months single and solo. Otherwise you'll go from broken relationship to broken relationship."", NULL, ""115"", ""117"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (117, ""Clean"", ""Yep, clean your disgusting, chocolate and icecream bucket strew space completely. Sort one part of your life you can control. Make it sparkle and maybe fix up a few things too to make it nicer."", NULL, ""116"", ""118"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (118, ""Meditate"", ""Sit and take the time to meditate for at least 30 minutes every day. This is probably all you'd need to do really it's so powerful. Nothing scarier than being alone with your own thoughts but no better way to work through them too."", NULL, ""117"", ""119"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (119, ""You're happy now with luck."", ""Seriously though happiness is a series of choices made daily. Exercise, eat well, meditate, see friends, a new lover and family. A few final quick cheats though - see a funny movie and eat something spicy (apparently they cheer up the whiny-est of bitches);."", ""smile.png"", ""118"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (121, ""Memorium"", ""Write out your memories of the person. Try to focus on the good times. Aim for a page of good things to say about them. It's carthartic and useful for the eulogy"", NULL, ""120"", ""122"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (120, ""Lost someone?"", ""Shit I'm sorry! Cry. Be sad. Dive into all you have lost and mourn. The only way out is down in this instance."", ""Loss.png"", NULL, ""121"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (122, ""Music makes everything better"", ""Make a playlist of your favourite songs (*cough* no sad songs unless you are a real sucker for punishment); and rock on. Add to exercise for bonus points."", NULL, ""121"", ""123"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (123, ""Go for a walk"", ""Preferably walk in a natural setting (slowly knowing you);. A mountain hike would be perfect. A swim at the beach is also fine. Whatever you do get out of the house and exercise."", NULL, ""122"", ""124"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (124, ""Clean, shower, make bed"", ""Do the basics. These are largely mindless tasks that let your mind wander to process. Added bonus, you will stop smelling and your place will look nice."", NULL, ""123"", ""125"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (125, ""Life Affirmation!"", ""No better time than when confronted with our short window in this world to do the things you've always wanted and have been putting off. Look at travel, call that friend you've lost touch with, do something out of your confort zone, go party. Avoid depressants like alcohol though."", NULL, ""124"", ""126"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (126, ""Talk it out"", ""If you have someone call a family member or friend and ask if they are ok talking. Start with what has happened, You aren't looking for advice, just catharsis."", NULL, ""125"", ""127"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (127, ""Do the rites"", ""If you are required do the executor tasks or organise the funeral etc. These are important for many people. Be professional and kind if acting as exector and try to compromise. Realise people won't be at their best."", NULL, ""126"", ""128"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (128, ""You're happy now with luck."", ""Unfortunately grief can take a while to heal so give yourself time. If you're a raw wound avoid work as you might snap. Remember other people might be hurting and try to give support where you can too. Condolences."", ""smile.png"", ""127"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (130, ""True depression?"", ""This one is serious and painful but you can fight through it!"", ""depressed.png"", NULL, ""131"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (131, ""Understanding"", ""First off there is absolutely no shame in depression. It is an illness just like any other. In this case it is a chemical imbalance in your brain. Something usually triggers a downward spiral where each day your brain produces less 'happy' drugs. The good news is you can reverse the process."", NULL, ""130"", ""132"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (132, ""Get out of bed"", ""Seriously get up and go to the window, walk around and take whatever device this is on somewhere sunny for preference."", NULL, ""131"", ""133"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (133, ""Shower"", ""Go run a shower, cold for preference but whatever works. Wash and do your normal grooming stuff."", NULL, ""132"", ""134"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (134, ""Clean"", ""Yep, clean your space completely. Sort one part of your life you can control. Make it sparkle and maybe fix up a few things too to make it nicer."", NULL, ""133"", ""135"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (135, ""Music makes everything better"", ""Make a playlist of your favourite songs (*cough* no sad songs unless you are a real sucker for punishment); and rock on. Add to exercise for bonus points."", NULL, ""134"", ""136"");",,,,,,,,,,,,,
